split,method,metric,mean,ci95,seeds,episodes_per_seed
adversarial_dead_end,greedy_current_reach,success,0.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,task_success_rate,0.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,future_regret,1.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,commitment_violation,0.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,base_collision,0.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,arm_collision,0.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,swing_block,0.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,approach_occlusion,0.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,reposition_count,0.00000,0.00000,8,12
adversarial_dead_end,greedy_current_reach,path_length,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,success,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,task_success_rate,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,future_regret,1.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,commitment_violation,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,base_collision,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,arm_collision,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,swing_block,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,approach_occlusion,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,reposition_count,0.00000,0.00000,8,12
adversarial_dead_end,navigation_then_manipulation,path_length,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,success,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,task_success_rate,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,future_regret,1.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,commitment_violation,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,base_collision,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,arm_collision,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,swing_block,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,approach_occlusion,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,reposition_count,0.00000,0.00000,8,12
adversarial_dead_end,reachability_margin_sampler,path_length,0.00000,0.00000,8,12
adversarial_dead_end,receding_horizon_tamp,success,0.00000,0.00000,8,12
adversarial_dead_end,receding_horizon_tamp,task_success_rate,0.00000,0.00000,8,12
adversarial_dead_end,receding_horizon_tamp,future_regret,1.00000,0.00000,8,12
adversarial_dead_end,receding_horizon_tamp,commitment_violation,0.00000,0.00000,8,12
adversarial_dead_end,receding_horizon_tamp,base_collision,0.00000,0.00000,8,12
adversarial_dead_end,receding_horizon_tamp,arm_collision,0.00000,0.00000,8,12
adversarial_dead_end,receding_horizon_tamp,swing_block,0.00000,0.00000,8,12
