split,seed,episode_id,method,success,task_success_rate,completed_tasks,total_tasks,future_regret,commitment_violation,risk_proxy,base_collision,arm_collision,swing_block,approach_occlusion,reposition_count,path_length,aisle_trap_events,swing_block_events,approach_occlusion_events,relocation_dead_end_events,aisle_width,clutter_density,future_ambiguity,relocation_pressure,failure_label,description,risk_budget,fixed_risk_success
combined_long_horizon,0,0,receding_horizon_tamp,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,0,commitment_cost_planner_v4,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,0,beam_search_sequence_planner,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,0,topological_base_graph_search,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,0,robust_backtracking_tamp,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,0,spatial_commitment_tree_search_v5,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,1,receding_horizon_tamp,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,1,commitment_cost_planner_v4,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,1,beam_search_sequence_planner,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,1,topological_base_graph_search,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,1,robust_backtracking_tamp,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,1,spatial_commitment_tree_search_v5,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,2,receding_horizon_tamp,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.59323,0.51004,0.41272,0.50086,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,2,commitment_cost_planner_v4,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.59323,0.51004,0.41272,0.50086,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,2,beam_search_sequence_planner,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.59323,0.51004,0.41272,0.50086,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,2,topological_base_graph_search,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.59323,0.51004,0.41272,0.50086,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,2,robust_backtracking_tamp,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.59323,0.51004,0.41272,0.50086,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,2,spatial_commitment_tree_search_v5,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.59323,0.51004,0.41272,0.50086,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,3,receding_horizon_tamp,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.52000,0,1,0,0,0.63293,0.40581,0.28091,0.35240,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,3,commitment_cost_planner_v4,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.52000,0,1,0,0,0.63293,0.40581,0.28091,0.35240,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,3,beam_search_sequence_planner,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.52000,0,1,0,0,0.63293,0.40581,0.28091,0.35240,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,3,topological_base_graph_search,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.52000,0,1,0,0,0.63293,0.40581,0.28091,0.35240,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,3,robust_backtracking_tamp,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.52000,0,1,0,0,0.63293,0.40581,0.28091,0.35240,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,3,spatial_commitment_tree_search_v5,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.52000,0,1,0,0,0.63293,0.40581,0.28091,0.35240,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,4,receding_horizon_tamp,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.64716,0.50507,0.43028,0.43598,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,4,commitment_cost_planner_v4,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.64716,0.50507,0.43028,0.43598,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,4,beam_search_sequence_planner,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.64716,0.50507,0.43028,0.43598,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,4,topological_base_graph_search,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.64716,0.50507,0.43028,0.43598,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,4,robust_backtracking_tamp,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.64716,0.50507,0.43028,0.43598,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,4,spatial_commitment_tree_search_v5,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.64716,0.50507,0.43028,0.43598,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,5,receding_horizon_tamp,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.76000,0,1,0,0,0.63140,0.48877,0.42143,0.46323,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,5,commitment_cost_planner_v4,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.76000,0,1,0,0,0.63140,0.48877,0.42143,0.46323,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
combined_long_horizon,0,5,beam_search_sequence_planner,0,0.20000,1,5,1,1,1.00000,0,0,0,0,1,1.76000,0,1,0,0,0.63140,0.48877,0.42143,0.46323,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",0.00,0
