split,method,metric,mean,ci95,seeds,episodes_per_seed
aggregate_hard_regime,robust_backtracking_tamp,reposition_count,1.46250,0.03843,8,60
aggregate_hard_regime,robust_backtracking_tamp,path_length,1.20809,0.05151,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,success,0.39583,0.00535,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,task_success_rate,0.45854,0.00880,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,future_regret,0.60417,0.00535,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,commitment_violation,0.05417,0.00817,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,base_collision,0.00000,0.00000,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,arm_collision,0.00000,0.00000,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,swing_block,0.00000,0.00000,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,approach_occlusion,0.00000,0.00000,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,reposition_count,1.45000,0.04452,8,60
aggregate_hard_regime,spatial_commitment_tree_search_v5,path_length,1.18762,0.05160,8,60
aggregate_hard_regime,exact_sequence_oracle,success,0.39583,0.00535,8,60
aggregate_hard_regime,exact_sequence_oracle,task_success_rate,0.45854,0.00880,8,60
aggregate_hard_regime,exact_sequence_oracle,future_regret,0.60417,0.00535,8,60
aggregate_hard_regime,exact_sequence_oracle,commitment_violation,0.05625,0.01058,8,60
aggregate_hard_regime,exact_sequence_oracle,base_collision,0.00000,0.00000,8,60
aggregate_hard_regime,exact_sequence_oracle,arm_collision,0.00000,0.00000,8,60
aggregate_hard_regime,exact_sequence_oracle,swing_block,0.00000,0.00000,8,60
aggregate_hard_regime,exact_sequence_oracle,approach_occlusion,0.00000,0.00000,8,60
aggregate_hard_regime,exact_sequence_oracle,reposition_count,1.46458,0.03877,8,60
aggregate_hard_regime,exact_sequence_oracle,path_length,1.20187,0.05165,8,60
